 Tokyo ; Japan
 Paraguarí.; Paraguay.
 Acatlán de Osorio.; Mexico.
 Kimbe.; Papua New Guinea.
 Ashtarak.; Armenia.
 Fort Saint John.; Canada.
 Ceres.; Brazil.
 Whakatane.; New Zealand.
 Lezhë.; Albania
 Mansa Konko.; Gambia.
 Molde.; Norway.
 Hinche.; Haiti.
 Santiago Ixcuintla.; Mexico.
 Mchinji.; Malawi.
 Tindouf.; Algeria.
 Kédougou.; Senegal.
 Muramvya.; Burundi.
 Keetmanshoop.; Namibia.
 Mao.; Chad.
 Kirsanov.; Russia.
 Kukës.; Albania
 Obock.; Djibouti.
 Dzuunmod.; Mongolia.
 Miahuatlán de Porfirio Díaz.; Mexico.
 Peto.; Mexico.
 Eldama Ravine.; Kenya.
 La Paz.; Honduras.
 Pakwach.; Uganda.
 El Dorado.; Mexico.
 Bulgan.; Mongolia.
 Loikaw.; Burma.
 Yauco.; Puerto Rico.
 Dutse.; Nigeria.
 Makokou.; Gabon.
 Härnösand.; Sweden
 Vila Real.; Portugal.
 San Ignacio.; Belize.
 Carmelo.; Uruguay.
 Zaghouan.; Tunisia.
 Apodi.; Brazil.
 Cuilapa.; Guatemala.
 Mulanje.; Malawi.
 Marsabit.; Kenya.
 Santa Lucía.; Uruguay.
 Rivière-du-Loup.; Canada.
 Ntungamo.; Uganda.
 Butha-Buthe.; Lesotho.
 Gobabis.; Namibia.
 Koulamoutou.; Gabon.
 Xaignabouli.; Laos.
 Compostela.; Mexico.
 San Francisco.; El Salvador.
 Dispur.; India.
 Nieuw Nickerie.; Suriname.
 Baruun-Urt.; Mongolia.
 Santiago Tuxtla.; Mexico.
 Villa Hayes.; Paraguay.
 Dedza.; Malawi.
 Portalegre.; Portugal.
 Viana do Castelo.; Portugal.
 Chai Nat.; Thailand.
 Villa Unión.; Mexico.
 Cayey.; Puerto Rico.
 Cárdenas.; Mexico.
 Zamora.; Ecuador.
 Takeo.; Cambodia
 São Gabriel da Cachoeira.; Brazil.
 Daru.; Papua New Guinea.
 Manga.; Burkina Faso.
 Lüderitz.; Namibia.
 Santa Bárbara.; Honduras.
 Paro.; Bhutan.
 Izamal.; Mexico.
 Tecuala.; Mexico.
 Solothurn.; Switzerland.
 Peshkopi.; Albania
 Tamuín.; Mexico.
 Öndörhaan.; Mongolia.
 Técpan de Galeana.; Mexico.
 Kiboga.; Uganda.
 Gwanda.; Zimbabwe.
 Gabú.; Guinea-Bissau.
 Port Antonio.; Jamaica.
 Basse Santa Su.; Gambia.
 Schwyz.; Switzerland.
 Juan Aldama.; Mexico.
 Sironko.; Uganda.
 Lamphun.; Thailand.
 Chinsali.; Zambia.
 Kinkala.; Congo. 
 Ang Thong.; Thailand.
 Pedreiras.; Brazil.
 San Carlos.; Nicaragua.
 Chitipa.; Malawi.
 Faya.; Chad.
 Luganville.; Vanuatu.
 Mariental.; Namibia.
 Eisenstadt.; Austria.
 Manatí.; Puerto Rico.
 Guerrero Negro.; Mexico.
 Menongue.; Angola.
 Kumi.; Uganda.
 Río Grande.; Puerto Rico.
 Kisoro.; Uganda.
 Obo.; Central African Republic.
 Liestal.; Switzerland.
 Vicente Guerrero.; Mexico.
 Kamuli.; Uganda.
 Bubanza.; Burundi.
 Ziniaré.; Burkina Faso.
 Garbahaarrey.; Somalia.
 Tovuz.; Azerbaijan.
 Isla Mujeres.; Mexico.
 Oshikango.; Namibia.
 Forécariah.; Guinea.
 Aldama.; Mexico.
 Ermoúpoli.; Greece.
 Dikhil.; Djibouti.
 Dundo.; Angola.
 Robertsport.; Liberia.
 La Cruz.; Mexico.
 Santa Rosalía.; Mexico.
 Balancán.; Mexico.
 Wetaskiwin.; Canada.
 Haapsalu.; Estonia.
 Ascensión.; Mexico.
 Ndélé.; Central African Republic.
 Alotau.; Papua New Guinea.
 Bartica.; Guyana.
 Coamo.; Puerto Rico.
 Fort Liberté.; Haiti.
 Sanniquellie.; Liberia.
 Mwanza.; Malawi.
 Las Tablas.; Panama.
 Steinkjer.; Norway.
 Loreto.; Mexico.
 Vanimo.; Papua New Guinea.
 El Fuerte.; Mexico.
 Villanueva.; Mexico.
 Mpigi.; Uganda.
 Biltine.; Chad.
 Santa Bárbara.; Mexico.
 Bolama.; Guinea-Bissau.
 Dangriga.; Belize.
 Coalcomán de Vázquez Pallares.; Mexico.
 Karuzi.; Burundi.
 Kavaratti.; India.
 Ewo.; Congo. 
 Valparaíso.; Mexico.
 Cacheu.; Guinea-Bissau.
 Filadelfia.; Paraguay.
 Ntcheu.; Malawi.
 Greenville.; Liberia.
 Canatlán.; Mexico.
 Sukhothai.; Thailand.
 Puerto Carreño.; Colombia.
 Birao.; Central African Republic.
 Ondjiva.; Angola.
 Greymouth.; New Zealand.
 Catió.; Guinea-Bissau.
 Ayutla de los Libres.; Mexico.
 Bocas del Toro.; Panama.
 Pájaros.; Puerto Rico.
 Tshabong.; Botswana.
 Phangnga.; Thailand.
 Fort William.; United Kingdom.
 Djambala.; Congo. 
 Trujillo.; Honduras.
 Sabana Grande.; Puerto Rico.
 Sarnen.; Switzerland.
 Kundiawa.; Papua New Guinea.
 Weyburn.; Canada.
 San Pedro de Ycuamandiyú.; Paraguay.
 Ahumada.; Mexico.
 Kasane.; Botswana.
 Halachó.; Mexico.
 Porto Nacional.; Brazil.
 Mae Hong Son.; Thailand.
 Inírida.; Colombia.
 Ciudad Tula.; Mexico.
 Novo Airão.; Brazil.
 Baabda.; Lebanon.
 Sinop.; Brazil.
 Cuencamé de Ceniceros.; Mexico.
 Mokhotlong.; Lesotho.
 Nueva Ocotepeque.; Honduras.
 Saynshand.; Mongolia.
 Tocantinópolis.; Brazil.
 Corozal.; Belize.
 Aibonito.; Puerto Rico.
 Altdorf.; Switzerland.
 Luba.; Equatorial Guinea.
 Kirkwall.; United Kingdom.
 Evinayong.; Equatorial Guinea.
 Katakwi.; Uganda.
 Aleg.; Mauritania.
 Brokopondo.; Suriname.
 Yeghegnadzor.; Armenia.
 Sabana Seca.; Puerto Rico.
 Uliastay.; Mongolia.
 San Lorenzo.; Puerto Rico.
 Illizi.; Algeria.
 Sen Monorom.; Cambodia
 Gracias.; Honduras.
 Port Maria.; Jamaica.
 San Juan Bautista.; Paraguay.
 Falmouth.; Jamaica.
 Punta Gorda.; Belize.
 Luquillo.; Puerto Rico.
 Gurabo.; Puerto Rico.
 Castillos.; Uruguay.
 Bentiu.; South Sudan.
 Roatán.; Honduras.
 Stans.; Switzerland.
 Juncos.; Puerto Rico.
 Goranboy.; Azerbaijan.
 Sorø.; Denmark.
 Las Piedras.; Puerto Rico.
 Lascano.; Uruguay.
 San Isidro.; Puerto Rico.
 Nakasongola.; Uganda.
 Yabucoa.; Puerto Rico.
 Rosário.; Brazil.
 Farim.; Guinea-Bissau.
 Magugpo Poblacion.; Philippines.
 Lerwick.; United Kingdom.
 Cankuzo.; Burundi.
 Mongomo.; Equatorial Guinea.
 San Carlos.; Philippines.
 Ban Houayxay.; Laos.
 Ghanzi.; Botswana.
 Lucea.; Jamaica.
 Diekirch.; Luxembourg.
 Gizo.; Solomon Islands.
 Siteki.; Swaziland.
 Iqaluit.; Canada.
 Kirundo.; Burundi.
 Puerto Real.; Puerto Rico.
 Santa Isabel.; Puerto Rico.
 Puerto Baquerizo Moreno.; Ecuador.
 Phôngsali.; Laos.
 Campanilla.; Puerto Rico.
 Arroyo.; Puerto Rico.
 Monaghan.; Ireland.
 Mitú.; Colombia.
 Meadow Lake.; Canada.
 Lorengau.; Papua New Guinea.
 Ceiba.; Puerto Rico.
 Glarus.; Switzerland.
 Appenzell.; Switzerland.
 Kerema.; Papua New Guinea.
 Añasco.; Puerto Rico.
 Salavan.; Laos.
 Caazapá.; Paraguay.
 Peñuelas.; Puerto Rico.
 La Esperanza.; Honduras.
 Sisimiut.; Greenland.
 Kibale.; Uganda.
 Kalangala.; Uganda.
 Vadsø.; Norway.
 Teyateyaneng.; Lesotho.
 Salinas.; Puerto Rico.
 Santa Bárbara.; Puerto Rico.
 Wangdue Phodrang.; Bhutan.
 Punakha.; Bhutan.
 Nieuw Amsterdam.; Suriname.
 Ros Comáin.; Ireland.
 Opuwo.; Namibia.
 Puerto Lempira.; Honduras.
 Klaksvík.; Faroe Islands.
 Ilulissat.; Greenland.
 Attapu.; Laos.
 Black River.; Jamaica.
 Bensonville.; Liberia.
 Xinguara.; Brazil.
 Grevenmacher.; Luxembourg.
 Wabag.; Papua New Guinea.
 Esperanza.; Mexico.
 Janjanbureh.; Gambia.
 Kaberamaido.; Uganda.
 Bol.; Chad.
 Louang Namtha.; Laos.
 Qaqortoq.; Greenland.
 Groningen.; Suriname.
 Qal‘ah-ye Now.; Afghanistan.
 Mabaruma.; Guyana.
 Kerewan.; Gambia.
 Barclayville.; Liberia.
 Cestos City.; Liberia.
 Garoowe.; Somalia.
 Fuerte Olimpo.; Paraguay.
 Yuscarán.; Honduras.
 Onverwacht.; Suriname.
 Marka.; Somalia.
 La Palma.; Panama.
 Totness.; Suriname.
 Xuddur.; Somalia.
 Chiradzulu.; Malawi.
 Geita.; Tanzania.
 Aioun.; Mauritania.
 Machinga.; Malawi.
 Kaabong.; Uganda.
 Fulin.; China.
 Soroti.; Uganda.
 Lata.; Solomon Islands.
 Sélibaby.; Mauritania.
 Fada.; Chad.
 Dhuusamarreeb.; Somalia.
 Moroto.; Uganda.
 Akjoujt.; Mauritania.
 Lethem.; Guyana.
 Waitangi.; New Zealand.
 Kenge.; Congo. 
 Gingoog.; Philippines.
 Gaigirgordub.; Panama.
 Antipolo.; Philippines.
 Navotas.; Philippines.
 Mandaluyong City.; Philippines.
 Mandaue City.; Philippines.
 Pasig City.; Philippines.
 Banqiao.; Taiwan.
 Caloocan City.; Philippines.
 San Juan.; Philippines.
 Valenzuela.; Philippines.
 City of Parañaque.; Philippines.
 Lucena.; Philippines.
 Masbate.; Philippines.
 Hackney.; United Kingdom.
 Tandag.; Philippines.
 Camden Town.; United Kingdom.
 Islington.; United Kingdom.
 Kensington.; United Kingdom.
 Malabon.; Philippines.
 Naifaru.; Maldives.
 Hammersmith.; United Kingdom.
 East Ham.; United Kingdom.
 Oroquieta.; Philippines.
 Camberwell.; United Kingdom.
 Walthamstow.; United Kingdom.
 Catarman.; Philippines.
 City of Westminster.; United Kingdom.
 Lambeth.; United Kingdom.
 Catford.; United Kingdom.
 Hove.; United Kingdom.
 La Trinidad.; Philippines.
 Marawi City.; Philippines.
 Taguig City.; Philippines.
 Northampton.; United Kingdom.
 Sliema.; Malta.
 Lapu-Lapu City.; Philippines.
 Ealing.; United Kingdom.
 Ikeja.; Nigeria.
 Poplar.; United Kingdom.
 Balanga.; Philippines.
 Santiago.; Philippines.
 Dumaguete City.; Philippines.
 Marikina City.; Philippines.
 Santo Domingo Este.; Dominican Republic.
 Sorsogon.; Philippines.
 Kalibo.; Philippines.
 Ilford.; United Kingdom.
 Wandsworth.; United Kingdom.
 Kidapawan.; Philippines.
 Fgura.; Malta.
 Birkirkara.; Malta.
 Wood Green.; United Kingdom.
 Koboko.; Uganda.
 Enfield.; United Kingdom.
 Arafat.; Mauritania.
 Darlington.; United Kingdom.
 Daet.; Philippines.
 Virac.; Philippines.
 Senglea.; Malta.
 Mahibadhoo.; Maldives.
 South Shields.; United Kingdom.
 Rochester.; United Kingdom.
 Eydhafushi.; Maldives.
 Maidstone.; United Kingdom.
 Bayombong.; Philippines.
 Tarxien.; Malta.
 Jolo.; Philippines.
 Bongao.; Philippines.
 PIran..; Slovenia.
 Morden.; United Kingdom.
 Barnsley.; United Kingdom.
 Ben Arous.; Tunisia.
 Floriana.; Malta.
 Grays.; United Kingdom.
 Imsida.; Malta.
 Wembley.; United Kingdom.
 Weston-super-Mare.; United Kingdom.
 Tevragh Zeina.; Mauritania.
 Santa Venera.; Malta.
 Saitama.; Japan.
 Ashton-under-Lyne.; United Kingdom.
 Pietà.; Malta.
 Newport.; United Kingdom.
 Croydon.; United Kingdom.
 Barri.; United Kingdom.
 Stretford.; United Kingdom.
 Ibb.; Yemen.
 Kingston upon Thames.; United Kingdom.
 Hendon.; United Kingdom.
 Sutton.; United Kingdom.
 Doncaster.; United Kingdom.
 Romford.; United Kingdom.
 Calapan.; Philippines.
 Manouba.; Tunisia.
 Kanifing.; Gambia.
 South Bank.; United Kingdom.
 Tagum.; Philippines.
 Muntinlupa City.; Philippines.
 Kiambu.; Kenya.
 Worcester.; United Kingdom.
 Catbalogan.; Philippines.
 Stockport.; United Kingdom.
 Paisley.; United Kingdom.
 Uppsala.; Sweden
 Uxbridge.; United Kingdom.
 Shrewsbury.; United Kingdom.
 Digos.; Philippines.
 Lincoln.; United Kingdom.
 Béni Mellal.; Morocco.
 Wallasey.; United Kingdom.
 Twickenham.; United Kingdom.
 Preston.; United Kingdom.
 Harrow.; United Kingdom.
 Rotherham.; United Kingdom.
 Dorchester.; United Kingdom.
 Newport.; United Kingdom.
 Port Talbot.; United Kingdom.
 Rumphi.; Malawi.
 Derby.; United Kingdom.
 Makati City.; Philippines.
 Isulan.; Philippines.
 Hounslow.; United Kingdom.
 Forfar.; United Kingdom.
 Trece Martires City.; Philippines.
 Boac.; Philippines.
 Janakpur.; Nepal.
 Tubod.; Philippines.
 Mamburao.; Philippines.
 Khenchela.; Algeria.
 Widnes.; United Kingdom.
 Taunton.; United Kingdom.
 Dunleary.; Ireland.
 Dudley.; United Kingdom.
 Nabunturan.; Philippines.
 Bugiri.; Uganda.
 Wigan.; United Kingdom.
 Mali.ta.; Philippines.
 Hereford.; United Kingdom.
 Maasin.; Philippines.
 Glenrothes.; United Kingdom.
 Rochdale.; United Kingdom.
 Vittoriosa.; Malta.
 Chiba.; Japan.
 Aylesbury.; United Kingdom.
 Balzan.; Malta.
 Wokingham.; United Kingdom.
 Thinadhoo.; Maldives.
 Truro.; United Kingdom.
 Funadhoo.; Maldives.
 Bangued.; Philippines.
 Thornbury.; United Kingdom.
 Bracknell.; United Kingdom.
 Busia.; Kenya.
 Trowbridge.; United Kingdom.
 Morpeth.; United Kingdom.
 La Chorrera.; Panama.
 Caerfyrddin.; United Kingdom.
 Mambajao.; Philippines.
 Gloucester.; United Kingdom.
 Kitui.; Kenya.
 Newbury.; United Kingdom.
 Qormi.; Malta.
 Dalkeith.; United Kingdom.
 Kulhudhuffushi.; Maldives.
 Bangor.; United Kingdom.
 Scunthorpe.; United Kingdom.
 Chelmsford.; United Kingdom.
 Kolonia.; Micronesia.
 Motherwell.; United Kingdom.
 Dipolog.; Philippines.
 Kampong Thom.; Cambodia
 Dhihdhoo.; Maldives.
 Balaka.; Malawi.
 Mosta.; Malta.
 Hartlepool.; United Kingdom.
 Kudahuvadhoo.; Maldives.
 Kapchorwa.; Uganda.
 San Fernando.; Philippines.
 Arima.; Trinidad And Tobago.
 Warrington.; United Kingdom.
 Merthyr Tudful.; United Kingdom.
 Rasdhoo.; Maldives.
 Salford.; United Kingdom.
 Hertford.; United Kingdom.
 Koper.; Slovenia.
 Caernarfon.; United Kingdom.
 Walsall.; United Kingdom.
 Al Wakrah.; Qatar.
 Tallaght.; Ireland.
 Swieqi.; Malta.
 Ballymena.; United Kingdom.
 Škofja Loka.; Slovenia.
 Hwlffordd.; United Kingdom.
 Iba.; Philippines.
 Wrecsam.; United Kingdom.
 Magherafelt.; United Kingdom.
 Bundibugyo.; Uganda.
 Ta Khmau.; Cambodia
 Yoro.; Honduras.
 Malolos.; Philippines.
 Boumerdes.; Algeria.
 Domžale.; Slovenia.
 Belfast.; United Kingdom.
 Kraljevo.; Serbia.
 Lingayen.; Philippines.
 Lisburn.; United Kingdom.
 Banlung.; Cambodia
 Pen-y-Bont ar Ogwr.; United Kingdom.
 Wicklow.; Ireland.
 Kalkara.; Malta.
 Cospicua.; Malta.
 Thyolo.; Malawi.
 Newry.; United Kingdom.
 Strabane.; United Kingdom.
 Romblon.; Philippines.
 Dagenham.; United Kingdom.
 Ravne na Koroškem.; Slovenia.
 Thulusdhoo.; Maldives.
 Northallerton.; United Kingdom.
 Clonmel.; Ireland.
 Leskovac.; Serbia.
 Baalbek.; Lebanon.
 Wexford.; Ireland.
 Bromley.; United Kingdom.
 Marsaskala.; Malta.
 Isiolo.; Kenya.
 Viligili.; Maldives.
 Downpatrick.; United Kingdom.
 Užice.; Serbia.
 Alabel.; Philippines.
 Dumbarton.; United Kingdom.
 Antrim.; United Kingdom.
 Esch-sur-Alzette.; Luxembourg.
 Lija.; Malta.
 Wakefield.; United Kingdom.
 Izola.; Slovenia.
 Bariadi.; Tanzania.
 Hoima.; Uganda.
 Baler.; Philippines.
 Huddersfield.; United Kingdom.
 Velenje.; Slovenia.
 Stafford.; United Kingdom.
 Ennis.; Ireland.
 Poole.; United Kingdom.
 Homa Bay.; Kenya.
 Kabarnet.; Kenya.
 Jagodina.; Serbia.
 Mukono.; Uganda.
 Bindura.; Zimbabwe.
 Oshakati.; Namibia.
 Mandera.; Kenya.
 Bexleyheath.; United Kingdom.
 Gateshead.; United Kingdom.
 Halifax.; United Kingdom.
 Migori.; Kenya.
 Naas.; Ireland.
 Kerugoya.; Kenya.
 Siquijor.; Philippines.
 Yumbe.; Uganda.
 Fontana.; Malta.
 Paola.; Malta.
 Sihanoukville.; Cambodia
 Banbridge.; United Kingdom.
 Buchanan.; Liberia.
 Hithadhoo.; Maldives.
 Newtownabbey.; United Kingdom.
 Iklin.; Malta.
 Alloa.; United Kingdom.
 Slovenske Konjice.; Slovenia.
 Vranje.; Serbia.
 Solothurn.; Switzerland.
 Chichester.; United Kingdom.
 Dar Naim.; Mauritania.
 Borongan.; Philippines.
 Iten.; Kenya.
 Stirling.; United Kingdom.
 Veymandoo.; Maldives.
 Mežica.; Slovenia.
 Phalombe.; Malawi.
 Usk.; United Kingdom.
 Nyamira.; Kenya.
 Aarau.; Switzerland.
 Blackburn.; United Kingdom.
 Valjevo.; Serbia.
 Wallsend.; United Kingdom.
 Elgin.; United Kingdom.
 Mold.; United Kingdom.
 Swords.; Ireland.
 Auki.; Solomon Islands.
 Celje.; Slovenia.
 Cookstown.; United Kingdom.
 Kirkop.; Malta.
 Felidhoo.; Maldives.
 Trim.; Ireland.
 Hugh Town.; United Kingdom.
 Kapsabet.; Kenya.
 Pembroke.; Malta.
 Gorzów Wielkopolski.; Poland.
 Šabac.; Serbia.
 Bolton.; United Kingdom.
 Nilandhoo.; Maldives.
 Richmond.; New Zealand.
 Kirakira.; Solomon Islands.
 Kamnik.; Slovenia.
 Baucau.; Timor-Leste.
 Radlje ob Dravi.; Slovenia.
 Carrick on Shannon.; Ireland.
 Attard.; Malta.
 Solihull.; United Kingdom.
 Newtown Saint Boswells.; United Kingdom.
 Clydach Vale.; United Kingdom.
 Chaguanas.; Trinidad And Tobago.
 Rapla.; Estonia.
 Marsa.; Malta.
 Foammulah.; Maldives.
 Armagh.; United Kingdom.
 Tullamore.; Ireland.
 City of Isabela.; Philippines.
 Valmiera.; Latvia.
 Kranj.; Slovenia.
 Dungannon.; United Kingdom.
 Fomboni.; Comoros.
 Coleraine.; United Kingdom.
 Conwy.; United Kingdom.
 San Fernando.; Philippines.
 Grosuplje.; Slovenia.
 Kurunegala.; Sri Lanka.
 Bududa.; Uganda.
 Lagawe.; Philippines.
 Craigavon.; United Kingdom.
 Rakvere.; Estonia.
 Alytus.; Lithuania
 Zagorje ob Savi.; Slovenia.
 Carlow.; Ireland.
 Slovenj Gradec.; Slovenia.
 Mersin.; Turkey.
 Sotik Post.; Kenya.
 Gudja.; Malta.
 Dravograd.; Slovenia.
 Vreed-en-Hoop.; Guyana.
 Escaldes-Engordany.; Andorra.
 Jõgeva.; Estonia.
 Gornji Milanovac.; Serbia.
 Relizane.; Algeria.
 Žalec.; Slovenia.
 Rhuthun.; United Kingdom.
 Nara.; Japan.
 Malaybalay.; Philippines.
 Litija.; Slovenia.
 Bajina Bašta.; Serbia.
 Imqabba.; Malta.
 Wolverhampton.; United Kingdom.
 Mullingar.; Ireland.
 Krško.; Slovenia.
 Jesenice.; Slovenia.
 Radovljica.; Slovenia.
 Santa Cruz de la Sierra.; Bolivia.
 Marsaxlokk.; Malta.
 Prevalje.; Slovenia.
 Outapi.; Namibia.
 Kuressaare.; Estonia.
 Taro.; Solomon Islands.
 Kozáni.; Greece.
 Naxxar.; Malta.
 Sopište.; Macedonia.
 Trbovlje.; Slovenia.
 Mahikeng.; South Africa.
 Longford.; Ireland.
 Muli.; Maldives.
 Schaffhausen.; Switzerland.
 Wakiso.; Uganda.
 Bury.; United Kingdom.
 Rogaška Slatina.; Slovenia.
 Lyantonde.; Uganda.
 Giffnock.; United Kingdom.
 Ipil.; Philippines.
 Aïn Temouchent.; Algeria.
 Areguá.; Paraguay.
 Serravalle.; San Marino.
 Võru.; Estonia.
 Halba.; Lebanon.
 Marondera.; Zimbabwe.
 Castlebar.; Ireland.
 Põlva.; Estonia.
 Nenagh.; Ireland.
 Laško.; Slovenia.
 Palayan City.; Philippines.
 Bedford.; United Kingdom.
 Bender.; Moldova.
 Chikwawa.; Malawi.
 Oakham.; United Kingdom.
 Ilagan.; Philippines.
 Dunaújváros.; Hungary.
 Kasungu.; Malawi.
 Safi.; Malta.
 Labuan.; Malaysia.
 Yalova.; Turkey.
 Požega.; Serbia.
 Oldbury.; United Kingdom.
 Livingston.; United Kingdom.
 Ruše.; Slovenia.
 Imtarfa.; Malta.
 Picos.; Cabo Verde.
 Warwick.; United Kingdom.
 An Cabhán.; Ireland.
 Mariehamn.; Finland.
 Nova Gorica.; Slovenia.
 Fonadhoo.; Maldives.
 Žirovnica.; Slovenia.
 Manadhoo.; Maldives.
 Ponta do Sol.; Cabo Verde.
 Ribeira Grande.; Cabo Verde.
 Stratford.; New Zealand.
 Krupanj.; Serbia.
 Lebane.; Serbia.
 Štore.; Slovenia.
 Siaya.; Kenya.
 Aleksinac.; Serbia.
 Cerklje na Gorenjskem.; Slovenia.
 Isale.; Burundi.
 Šoštanj.; Slovenia.
 Luqa.; Malta.
 Basse-Terre.; Guadeloupe
 Scarborough.; Trinidad And Tobago.
 Birendranagar.; Nepal.
 Diego Martin.; Trinidad And Tobago.
 Knjaževac.; Serbia.
 Basco.; Philippines.
 Murska Sobota.; Slovenia.
 Ljubovija.; Serbia.
 Slovenska Bistrica.; Slovenia.
 Smederevska Palanka.; Serbia.
 Qrendi.; Malta.
 Gornja Radgona.; Slovenia.
 Karlovy Vary.; Czechia.
 Mahonda.; Tanzania.
 Mali. Zvornik.; Serbia.
 Point Fortin.; Trinidad And Tobago.
 Novo Mesto.; Slovenia.
 Darhan.; Mongolia.
 Paide.; Estonia.
 Surdulica.; Serbia.
 Požarevac.; Serbia.
 Mayuge.; Uganda.
 Durham.; United Kingdom.
 Varaždin.; Croatia.
 Ptuj.; Slovenia.
 Llandrindod Wells.; United Kingdom.
 Shariff Aguak.; Philippines.
 Nitra.; Slovakia.
 Gleno.; Timor-Leste.
 Llangefni.; United Kingdom.
 Šentjur.; Slovenia.
 Al Khawr.; Qatar.
 Stornoway.; United Kingdom.
 Dowa.; Malawi.
 Port Laoise.; Ireland.
 Mali.ana.; Timor-Leste.
 Aïn Defla.; Algeria.
 Enniskillen.; United Kingdom.
 Rwamagana.; Rwanda.
 Cabarroguis.; Philippines.
 Asaba.; Nigeria.
 Prebold.; Slovenia.
 Tulagi.; Solomon Islands.
 Miklavž na Dravskem Polju.; Slovenia.
 Jordan..; Philippines.
 Aranguez.; Trinidad And Tobago.
 Šempeter pri Gorici.; Slovenia.
 Mozirje.; Slovenia.
 Šmartno ob Paki.; Slovenia.
 Rumonge.; Burundi.
 Trebnje.; Slovenia.
 Bor.; Serbia.
 Yambol.; Bulgaria.
 Loznica.; Serbia.
 Bulambuli.; Uganda.
 Borgo Maggiore.; San Marino.
 Maracha.; Uganda.
 Luwero.; Uganda.
 Kapenguria.; Kenya.
 Jarash.; Jordan.
 Polzela.; Slovenia.
 Yenagoa.; Nigeria.
 Nangan.; Taiwan.
 Kärdla.; Estonia.
 Namayingo.; Uganda.
 Xewkija.; Malta.
 Ystrad Mynach.; United Kingdom.
 Selibe Phikwe.; Botswana.
 Knowsley.; United Kingdom.
 Valga.; Estonia.
 Brežice.; Slovenia.
 Suong.; Cambodia
 Smederevo.; Serbia.
 ??ng Xoài.; Vietnam.
 Kruševac.; Serbia.
 Hrastnik.; Slovenia.
 Mila.; Algeria.
 Hunedoara.; Romania.
 Bontoc.; Philippines.
 Luuka Town.; Uganda.
 Dingli.; Malta.
 Kabugao.; Philippines.
 Ankaran.; Slovenia.
 Lendava.; Slovenia.
 Selnica ob Dravi.; Slovenia.
 Despotovac.; Serbia.
 Weno.; Micronesia.
 Mauren.; Liechtenstein.
 Jincheng.; Taiwan.
 Šmartno pri Litiji.; Slovenia.
 Saga.; Japan.
 Mamushë.; Kosovo.
 Liquiçá.; Timor-Leste.
 Magas.; Russia.
 Osmaniye.; Turkey.
 Cibitoke.; Burundi.
 Kuala Belait.; Brunei.
 Kibuku.; Uganda.
 Bupoto.; Uganda.
 Lenart v Slovenskih Goricah.; Slovenia.
 Lai Châu.; Vietnam.
 Manatuto.; Timor-Leste.
 Neno.; Malawi.
 Apac.; Uganda.
 Imdina.; Malta.
 Kladovo.; Serbia.
 Delémont.; Switzerland.
 Düzce.; Turkey.
 Kanal.; Slovenia.
 Sankt Pölten.; Austria.
 Mwaro.; Burundi.
 Nadur.; Malta.
 Nazarje.; Slovenia.
 Mengeš.; Slovenia.
 Brezovica.; Slovenia.
 Preddvor.; Slovenia.
 Rubirizi.; Uganda.
 Vuzenica.; Slovenia.
 Vwawa.; Tanzania.
 Munxar.; Malta.
 Vrhnika.; Slovenia.
 Pirot.; Serbia.
 Domagnano.; San Marino.
 Woolwich.; United Kingdom.
 Sevnica.; Slovenia.
 Vlasotince.; Serbia.
 Prosperidad.; Philippines.
 Koani.; Tanzania.
 Žiri.; Slovenia.
 Šmarje pri Jelšah.; Slovenia.
 Komenda.; Slovenia.
 Metlika.; Slovenia.
 Tipasa.; Algeria.
 Sannat.; Malta.
 Vojnik.; Slovenia.
 Medvode.; Slovenia.
 Puerto Francisco de Orellana.; Ecuador.
 Škofljica.; Slovenia.
 Remich.; Luxembourg.
 Buala.; Solomon Islands.
 Cabadbaran.; Philippines.
 Buikwe.; Uganda.
 Kagadi.; Uganda.
 Muta.; Slovenia.
 Radenci.; Slovenia.
 Eschen.; Liechtenstein.
 Colonia.; Micronesia.
 Novobërdë.; Kosovo.
 Graçanicë.; Kosovo.
 Bled.; Slovenia.
 Spodnji Duplek.; Slovenia.
 Trstenik.; Serbia.
 Bushenyi.; Uganda.
 Schellenberg.; Liechtenstein.
 Acquaviva.; San Marino.
 Si??iewi.; Malta.
 Kon Tum.; Vietnam.
 Rabat.; Malta.
 Hamilton.; United Kingdom.
 Borovnica.; Slovenia.
 Kaliro.; Uganda.
 Tunapuna.; Trinidad And Tobago.
 Ljutomer.; Slovenia.
 Idrija.; Slovenia.
 Log pri Brezovici.; Slovenia.
 Naklo.; Slovenia.
 Prokuplje.; Serbia.
 Tissemsilt.; Algeria.
 Afega.; Samoa.
 Trindade.; Sao Tome And Principe.
 Sopron.; Hungary.
 Al B??ah.; Saudi Arabia.
 Santa Cruz.; Philippines.
 La Guaira.; Venezuela.
 Aileu.; Timor-Leste.
 Oplotnica.; Slovenia.
 Fiorentino.; San Marino.
 Butebo.; Uganda.
 Namutumba.; Uganda.
 Tønsberg.; Norway.
 Debe.; Trinidad And Tobago.
 Saint-Louis.; Senegal.
 Miragoâne.; Haiti.
 Ormož.; Slovenia.
 Dogbo.; Benin.
 Abakaliki.; Nigeria.
 Manafwa.; Uganda.
 Dimitrovgrad.; Serbia.
 Ibanda.; Uganda.
 Aasiaat.; Greenland.
